LAI,Lwin,PPT,Pa,Rg,Ta,U,VPD,ea,ustar
0,NaN,2.286,97.46,0.000,11.860,10.371,0.477,0.912,NaN
0,NaN,3.81,97.54,0.000,11.020,9.477,0.412,0.901,NaN
0,NaN,1.905,97.575,0.000,10.140,8.002,0.353,0.886,NaN
0,NaN,0,97.61,0.000,9.260,6.527,0.290,0.878,NaN
0,NaN,0.127,97.675,0.000,8.460,7.197,0.232,0.875,NaN
0,NaN,0.254,97.74,0.000,7.880,7.868,0.198,0.865,NaN
0,NaN,0.254,97.795,0.000,7.650,8.136,0.186,0.861,NaN
0,NaN,0.254,97.85,0.000,7.567,8.404,0.180,0.861,NaN
0,NaN,0.127,97.895,0.000,5.467,8.807,0.146,0.755,NaN
0,NaN,0,97.94,0.000,5.075,9.209,0.132,0.745,NaN
0,NaN,0,97.95,0.000,4.780,8.762,0.122,0.737,NaN
0,NaN,0,97.96,0.000,3.880,8.315,0.090,0.716,NaN
0,NaN,0,97.965,0.000,3.740,8.181,0.093,0.705,NaN
0,NaN,0,97.97,0.000,3.420,8.047,0.089,0.692,NaN
0,NaN,0,98,0.000,3.060,8.293,0.084,0.677,NaN
0,NaN,0,98.03,0.000,2.720,8.538,0.081,0.662,NaN
0,NaN,0,98.07,0.000,2.340,9.365,0.074,0.649,NaN
0,NaN,0,98.11,0.000,2.140,10.193,0.075,0.638,NaN
0,NaN,0,98.16,1.000,2.080,9.522,0.080,0.630,NaN
0,NaN,0,98.21,7.400,2.140,8.851,0.085,0.628,NaN
0,NaN,0,98.25,25.200,2.280,9.611,0.092,0.628,NaN
0,NaN,0,98.29,75.600,2.580,10.371,0.102,0.634,NaN
0,NaN,0,98.305,146.600,3.180,10.774,0.120,0.647,NaN
0,NaN,0,98.32,234.800,4.100,11.176,0.154,0.665,NaN
0,NaN,0.127,98.36,335.000,5.200,12.137,0.200,0.684,NaN
0,NaN,0.254,98.4,440.600,6.400,13.098,0.250,0.711,NaN
0,NaN,0.127,98.47,527.800,7.620,13.121,0.306,0.739,NaN
0,NaN,0,98.54,606.000,8.620,13.143,0.358,0.760,NaN
0,NaN,0,98.595,674.600,9.460,12.539,0.415,0.769,NaN
0,NaN,0,98.65,731.400,10.260,11.936,0.478,0.771,NaN
0,NaN,0,98.68,773.000,11.020,11.489,0.544,0.770,NaN
0,NaN,0,98.71,799.400,11.720,11.042,0.598,0.778,NaN
0,NaN,0,98.72,810.800,12.420,11.623,0.657,0.783,NaN
0,NaN,0,98.73,806.600,13.100,12.204,0.712,0.794,NaN
0,NaN,0,98.745,787.400,13.720,11.981,0.766,0.802,NaN
0,NaN,0,98.76,755.000,14.340,11.757,0.824,0.809,NaN
0,NaN,0,98.81,708.800,14.880,10.729,0.889,0.802,NaN
0,NaN,0,98.86,650.600,15.340,9.701,0.943,0.798,NaN
0,NaN,0,98.895,576.000,15.680,8.695,0.986,0.794,NaN
0,NaN,0,98.93,481.400,15.860,7.689,1.007,0.794,NaN
0,NaN,0.127,98.97,382.000,15.900,6.907,1.011,0.794,NaN
0,NaN,0.254,99.01,286.000,15.780,6.124,0.990,0.801,NaN
0,NaN,0.127,99.03,192.800,15.540,5.320,0.949,0.815,NaN
0,NaN,0,99.05,113.800,15.120,4.515,0.877,0.840,NaN
0,NaN,0.127,99.08,64.200,14.540,3.755,0.788,0.866,NaN
0,NaN,0.254,99.11,31.000,13.860,2.995,0.691,0.892,NaN
0,NaN,0.127,99.15,9.200,13.180,3.263,0.607,0.907,NaN
0,NaN,0,99.19,0.000,12.540,3.532,0.538,0.914,NaN
0,NaN,0,99.225,0.000,11.860,3.062,0.477,0.912,NaN
0,NaN,0,99.26,0.000,11.020,2.593,0.412,0.901,NaN
0,NaN,0,99.27,0.000,10.140,2.526,0.353,0.886,NaN
0,NaN,0,99.28,0.000,9.260,2.459,0.290,0.878,NaN
0,NaN,0.127,99.32,0.000,8.460,2.101,0.232,0.875,NaN
0,NaN,0.254,99.36,0.000,7.880,1.743,0.198,0.865,NaN
0,NaN,0.127,99.37,0.000,7.650,1.565,0.186,0.861,NaN
0,NaN,0,99.38,0.000,7.567,1.386,0.180,0.861,NaN
0,NaN,0,99.375,0.000,8.329,2.325,0.132,0.965,NaN
0,NaN,0,99.37,0.000,8.452,3.263,0.137,0.969,NaN
0,NaN,0,99.365,0.000,8.507,3.129,0.138,0.971,NaN
0,NaN,0,99.36,0.000,8.555,2.995,0.139,0.975,NaN
0,NaN,0,99.36,0.000,8.448,3.174,0.133,0.972,NaN
0,NaN,0,99.36,0.000,8.324,3.353,0.125,0.971,NaN
0,NaN,0,99.365,0.000,8.183,3.152,0.117,0.969,NaN
0,NaN,0,99.37,0.000,8.062,2.950,0.110,0.967,NaN
0,NaN,0,99.395,0.000,7.952,2.839,0.103,0.966,NaN
0,NaN,0,99.42,0.000,7.855,2.727,0.095,0.966,NaN
0,NaN,0,99.435,1.448,7.793,3.777,0.089,0.968,NaN
0,NaN,0,99.45,8.138,7.741,4.828,0.086,0.968,NaN
0,NaN,0,99.4,23.966,7.745,5.007,0.089,0.964,NaN
0,NaN,0,99.35,55.276,7.910,5.186,0.105,0.961,NaN
0,NaN,0,99.385,100.931,8.224,6.147,0.134,0.955,NaN
0,NaN,0,99.42,152.000,8.652,7.108,0.174,0.946,NaN
0,NaN,0,99.375,210.448,9.283,7.086,0.230,0.940,NaN
0,NaN,0,99.33,269.414,10.048,7.063,0.295,0.937,NaN
0,NaN,0,99.295,320.621,10.783,7.287,0.363,0.930,NaN
0,NaN,0,99.26,370.103,11.462,7.510,0.429,0.924,NaN
0,NaN,0,99.23,418.621,12.100,6.639,0.491,0.919,NaN
0,NaN,0,99.2,456.483,12.683,5.767,0.549,0.917,NaN
0,NaN,0,99.2,482.379,13.179,4.761,0.601,0.913,NaN
0,NaN,0,99.2,496.828,13.593,3.755,0.641,0.914,NaN
0,NaN,0,99.14,490.138,13.907,2.682,0.668,0.920,NaN
0,NaN,0,99.08,468.862,14.159,1.609,0.685,0.929,NaN
0,NaN,0.127,99.02,447.069,14.290,1.386,0.685,0.942,NaN
0,NaN,0.254,98.96,417.931,14.352,1.162,0.673,0.961,NaN
0,NaN,0.127,98.88,386.586,14.417,1.363,0.661,0.981,NaN
0,NaN,0,98.8,349.862,14.438,1.565,0.650,0.994,NaN
0,NaN,0,98.76,311.379,14.431,2.190,0.640,1.003,NaN
0,NaN,0,98.72,261.793,14.397,2.816,0.629,1.009,NaN
0,NaN,0,98.705,218.310,14.348,3.219,0.624,1.010,NaN
0,NaN,0,98.69,172.103,14.245,3.621,0.615,1.008,NaN
0,NaN,0,98.735,130.655,14.090,7.130,0.599,1.008,NaN
0,NaN,0,98.78,90.000,13.831,10.640,0.570,1.009,NaN
0,NaN,0,98.815,55.414,13.462,11.467,0.535,1.007,NaN
0,NaN,0,98.85,27.483,12.986,12.294,0.486,1.009,NaN
0,NaN,0.508,98.895,9.552,12.438,11.914,0.429,1.014,NaN
0,NaN,1.016,98.94,1.069,11.872,11.534,0.373,1.017,NaN
0,NaN,0.762,98.9,0.000,11.324,11.712,0.326,1.015,NaN
0,NaN,0.508,98.86,0.000,10.762,11.891,0.282,1.009,NaN
0,NaN,0.254,98.785,0.000,10.255,10.684,0.245,1.003,NaN
0,NaN,0,98.71,0.000,9.828,9.477,0.215,0.998,NaN
0,NaN,0,98.685,0.000,9.500,8.270,0.192,0.995,NaN
0,NaN,0,98.66,0.000,9.262,7.063,0.176,0.992,NaN
0,NaN,0,98.66,0.000,9.339,6.057,0.176,0.998,NaN
0,NaN,0,98.66,0.000,9.524,5.052,0.179,1.010,NaN
0,NaN,0,98.635,0.000,12.000,5.812,0.304,1.098,NaN
0,NaN,0,98.61,0.000,11.767,6.571,0.282,1.098,NaN
0,NaN,0,98.605,0.000,11.800,7.376,0.280,1.103,NaN
0,NaN,0,98.6,0.000,11.600,8.181,0.266,1.099,NaN
0,NaN,0,98.59,0.000,11.220,8.561,0.235,1.096,NaN
0,NaN,0,98.58,0.000,11.060,8.941,0.216,1.101,NaN
0,NaN,0,98.575,0.000,10.960,8.516,0.205,1.103,NaN
0,NaN,0,98.57,0.000,10.780,8.091,0.188,1.104,NaN
0,NaN,0,98.585,0.000,10.720,7.823,0.179,1.109,NaN
0,NaN,0,98.6,0.000,10.660,7.555,0.171,1.112,NaN
0,NaN,0,98.635,2.200,10.660,7.533,0.164,1.118,NaN
0,NaN,0,98.67,13.800,10.860,7.510,0.163,1.137,NaN
0,NaN,0,98.725,36.800,11.200,8.673,0.171,1.159,NaN
0,NaN,0,98.78,85.400,11.880,9.835,0.201,1.189,NaN
0,NaN,0,98.81,156.800,12.920,9.567,0.256,1.233,NaN
0,NaN,0,98.84,218.000,14.020,9.298,0.324,1.275,NaN
0,NaN,0,98.875,297.000,15.160,9.745,0.406,1.315,NaN
0,NaN,0,98.91,401.400,16.440,10.193,0.508,1.361,NaN
0,NaN,0,98.945,482.200,17.680,10.193,0.615,1.406,NaN
0,NaN,0,98.98,554.200,18.820,10.193,0.728,1.443,NaN
0,NaN,0,99.015,644.400,19.900,10.774,0.846,1.476,NaN
0,NaN,0,99.05,705.000,20.860,11.355,0.968,1.496,NaN
0,NaN,0,99.075,732.400,21.600,10.952,1.086,1.492,NaN
0,NaN,0,99.1,764.200,22.260,10.550,1.210,1.475,NaN
0,NaN,0,99.11,769.200,22.800,10.505,1.309,1.465,NaN
0,NaN,0,99.12,730.600,23.140,10.461,1.370,1.462,NaN
0,NaN,0,99.075,715.200,23.380,10.461,1.404,1.468,NaN
0,NaN,0,99.03,669.400,23.480,10.461,1.400,1.490,NaN
0,NaN,0,99.01,590.000,23.340,10.550,1.347,1.518,NaN
0,NaN,0,98.99,485.200,23.000,10.640,1.277,1.530,NaN
0,NaN,0,98.995,409.000,22.640,10.371,1.211,1.536,NaN
0,NaN,0,99,297.200,22.220,10.103,1.141,1.536,NaN
0,NaN,0,99.035,207.000,21.820,9.880,1.083,1.530,NaN
0,NaN,0,99.07,134.400,21.500,9.656,1.047,1.516,NaN
0,NaN,0,99.07,97.800,21.200,8.136,1.005,1.510,NaN
0,NaN,0,99.07,60.000,20.820,6.616,0.956,1.502,NaN
0,NaN,0.127,99.065,36.000,20.320,5.096,0.894,1.489,NaN
0,NaN,0.254,99.06,17.200,19.680,3.576,0.814,1.477,NaN
0,NaN,0.254,99.07,8.000,18.980,3.554,0.722,1.471,NaN
0,NaN,0.254,99.08,1.000,18.220,3.532,0.634,1.457,NaN
0,NaN,0.127,99.1,0.000,17.580,3.800,0.563,1.445,NaN
0,NaN,0,99.12,0.000,17.120,4.068,0.512,1.439,NaN
0,NaN,0,99.13,0.000,16.780,3.733,0.474,1.435,NaN
0,NaN,0,99.14,0.000,16.420,3.398,0.435,1.431,NaN
0,NaN,0,99.155,0.000,16.100,3.219,0.404,1.424,NaN
0,NaN,0,99.17,0.000,15.900,3.040,0.383,1.422,NaN
0,NaN,0,99.165,0.000,15.725,2.168,0.366,1.419,NaN
0,NaN,0,99.16,0.000,15.500,1.296,0.345,1.414,NaN
0,NaN,0,99.145,0.000,12.000,1.319,0.304,1.098,NaN
0,NaN,0,99.13,0.000,11.767,1.341,0.282,1.098,NaN
0,NaN,0.127,99.12,0.000,11.800,2.012,0.280,1.103,NaN
0,NaN,0.254,99.11,0.000,11.600,2.682,0.266,1.099,NaN
0,NaN,0.127,99.105,0.000,11.220,2.973,0.235,1.096,NaN
0,NaN,0,99.1,0.000,11.060,3.263,0.216,1.101,NaN
0,NaN,0,99.1,0.000,10.960,3.152,0.205,1.103,NaN
0,NaN,0,99.1,0.000,10.780,3.040,0.188,1.104,NaN
0,NaN,0,99.105,0.000,10.720,2.526,0.179,1.109,NaN
0,NaN,0,99.11,0.000,10.660,2.012,0.171,1.112,NaN
0,NaN,0.127,99.11,2.200,10.660,2.123,0.164,1.118,NaN
0,NaN,0.254,99.11,13.800,10.860,2.235,0.163,1.137,NaN
0,NaN,0.127,99.14,36.800,11.200,2.235,0.171,1.159,NaN
0,NaN,0,99.17,85.400,11.880,2.235,0.201,1.189,NaN
0,NaN,0,99.2,156.800,12.920,2.883,0.256,1.233,NaN
0,NaN,0,99.23,218.000,14.020,3.532,0.324,1.275,NaN
0,NaN,0,99.25,297.000,15.160,3.129,0.406,1.315,NaN
0,NaN,0,99.27,401.400,16.440,2.727,0.508,1.361,NaN
0,NaN,0,99.275,482.200,17.680,2.727,0.615,1.406,NaN
0,NaN,0,99.28,554.200,18.820,2.727,0.728,1.443,NaN
0,NaN,0,99.28,644.400,19.900,3.219,0.846,1.476,NaN
0,NaN,0,99.28,705.000,20.860,3.710,0.968,1.496,NaN
0,NaN,0,99.28,732.400,21.600,3.934,1.086,1.492,NaN
0,NaN,0,99.28,764.200,22.260,4.157,1.210,1.475,NaN
0,NaN,0,99.245,769.200,22.800,3.979,1.309,1.465,NaN
0,NaN,0,99.21,730.600,23.140,3.800,1.370,1.462,NaN
0,NaN,0,99.17,715.200,23.380,3.912,1.404,1.468,NaN
0,NaN,0,99.13,669.400,23.480,4.023,1.400,1.490,NaN
0,NaN,0,99.06,590.000,23.340,3.845,1.347,1.518,NaN
0,NaN,0,98.99,485.200,23.000,3.666,1.277,1.530,NaN
0,NaN,0,98.97,409.000,22.640,3.666,1.211,1.536,NaN
0,NaN,0,98.95,297.200,22.220,3.666,1.141,1.536,NaN
0,NaN,0,98.985,207.000,21.820,3.554,1.083,1.530,NaN
0,NaN,0,99.02,134.400,21.500,3.442,1.047,1.516,NaN
0,NaN,0,99.025,97.800,21.200,3.308,1.005,1.510,NaN
0,NaN,0,99.03,60.000,20.820,3.174,0.956,1.502,NaN
0,NaN,0,99.03,36.000,20.320,2.727,0.894,1.489,NaN
0,NaN,0,99.03,17.200,19.680,2.280,0.814,1.477,NaN
0,NaN,0.127,99.04,8.000,18.980,2.638,0.722,1.471,NaN
0,NaN,0.254,99.05,1.000,18.220,2.995,0.634,1.457,NaN
0,NaN,0.127,99.06,0.000,17.580,3.263,0.563,1.445,NaN
0,NaN,0,99.07,0.000,17.120,3.532,0.512,1.439,NaN
0,NaN,0,99.07,0.000,16.780,3.822,0.474,1.435,NaN
0,NaN,0,99.07,0.000,16.420,4.113,0.435,1.431,NaN
0,NaN,0.127,99.075,0.000,16.100,3.733,0.404,1.424,NaN
0,NaN,0.254,99.08,0.000,15.900,3.353,0.383,1.422,NaN
0,NaN,0.127,99.07,0.000,15.725,4.090,0.366,1.419,NaN
0,NaN,0,99.06,0.000,15.500,4.828,0.345,1.414,NaN
0,NaN,0,99.05,0.000,12.000,4.537,0.304,1.098,NaN
0,NaN,0,99.04,0.000,11.767,4.247,0.282,1.098,NaN
0,NaN,0,99.02,0.000,11.800,4.113,0.280,1.103,NaN
0,NaN,0,99,0.000,11.600,3.979,0.266,1.099,NaN
0,NaN,0,98.995,0.000,11.220,3.666,0.235,1.096,NaN
0,NaN,0,98.99,0.000,11.060,3.353,0.216,1.101,NaN
0,NaN,0,98.995,0.000,10.960,3.532,0.205,1.103,NaN
0,NaN,0,99,0.000,10.780,3.710,0.188,1.104,NaN
0,NaN,0,99.005,0.000,10.720,4.113,0.179,1.109,NaN
0,NaN,0,99.01,0.000,10.660,4.515,0.171,1.112,NaN
0,NaN,0,99.015,2.200,10.660,4.135,0.164,1.118,NaN
0,NaN,0,99.02,13.800,10.860,3.755,0.163,1.137,NaN
0,NaN,0,99.04,36.800,11.200,3.576,0.171,1.159,NaN
0,NaN,0,99.06,85.400,11.880,3.398,0.201,1.189,NaN
0,NaN,0,99.085,156.800,12.920,3.576,0.256,1.233,NaN
0,NaN,0,99.11,218.000,14.020,3.755,0.324,1.275,NaN
0,NaN,0,99.12,297.000,15.160,3.666,0.406,1.315,NaN
0,NaN,0,99.13,401.400,16.440,3.576,0.508,1.361,NaN
0,NaN,0,99.13,482.200,17.680,3.621,0.615,1.406,NaN
0,NaN,0,99.13,554.200,18.820,3.666,0.728,1.443,NaN
0,NaN,0,99.075,644.400,19.900,4.247,0.846,1.476,NaN
0,NaN,0,99.02,705.000,20.860,4.828,0.968,1.496,NaN
0,NaN,0,98.965,732.400,21.600,4.761,1.086,1.492,NaN
0,NaN,0,98.91,764.200,22.260,4.694,1.210,1.475,NaN
0,NaN,0,98.885,769.200,22.800,5.007,1.309,1.465,NaN
0,NaN,0,98.86,730.600,23.140,5.320,1.370,1.462,NaN
0,NaN,0,98.815,715.200,23.380,5.610,1.404,1.468,NaN
0,NaN,0,98.77,669.400,23.480,5.901,1.400,1.490,NaN
0,NaN,0,98.735,590.000,23.340,6.504,1.347,1.518,NaN
0,NaN,0,98.7,485.200,23.000,7.108,1.277,1.530,NaN
0,NaN,0,98.685,409.000,22.640,7.622,1.211,1.536,NaN
0,NaN,0,98.67,297.200,22.220,8.136,1.141,1.536,NaN
0,NaN,0,98.635,207.000,21.820,8.628,1.083,1.530,NaN
0,NaN,0,98.6,134.400,21.500,9.120,1.047,1.516,NaN
0,NaN,0.127,98.595,97.800,21.200,8.717,1.005,1.510,NaN
0,NaN,0.254,98.59,60.000,20.820,8.315,0.956,1.502,NaN
0,NaN,0.127,98.6,36.000,20.320,7.399,0.894,1.489,NaN
0,NaN,0,98.61,17.200,19.680,6.482,0.814,1.477,NaN
0,NaN,0,98.625,8.000,18.980,6.192,0.722,1.471,NaN
0,NaN,0,98.64,1.000,18.220,5.901,0.634,1.457,NaN
0,NaN,0.127,98.655,0.000,17.580,5.633,0.563,1.445,NaN
0,NaN,0.254,98.67,0.000,17.120,5.364,0.512,1.439,NaN
0,NaN,0.127,98.685,0.000,16.780,5.163,0.474,1.435,NaN
0,NaN,0,98.7,0.000,16.420,4.962,0.435,1.431,NaN
0,NaN,0,98.7,0.000,16.100,4.850,0.404,1.424,NaN
0,NaN,0,98.7,0.000,15.900,4.739,0.383,1.422,NaN
0,NaN,0.127,98.685,0.000,15.725,4.627,0.366,1.419,NaN
0,NaN,0.254,98.67,0.000,15.500,4.515,0.345,1.414,NaN
0,344,0.127,98.8,0.000,12.000,5.364,0.304,1.098,0.1196
0,269,0,98.5,0.000,12.400,6.214,0.338,1.100,NaN
0,266,0,98.5,0.000,11.600,5.588,0.269,1.096,NaN
0,266,0,98.5,0.000,11.300,4.962,0.238,1.100,NaN
0,270,0,98.5,0.000,11.900,4.962,0.275,1.118,NaN
0,273,0,98.5,0.000,10.800,4.962,0.210,1.085,NaN
0,274,0,98.5,0.000,10.500,4.739,0.183,1.086,NaN
0,274,0,98.5,0.000,10.800,4.515,0.176,1.118,NaN
0,274,0,98.6,0.000,10.800,4.761,0.183,1.112,NaN
0,276,0,98.6,0.000,11.000,5.007,0.190,1.121,NaN
0,277,0,98.6,0.000,10.500,4.962,0.163,1.106,NaN
0,279,0,98.6,0.000,10.200,4.917,0.142,1.102,NaN
0,325,0,98.6,11.000,10.800,4.873,0.144,1.151,NaN
0,330,0,98.6,58.000,11.800,4.828,0.176,1.207,NaN
0,341,0,98.6,115.000,12.700,6.124,0.229,1.238,NaN
0,316,0,98.6,243.000,13.900,7.421,0.315,1.272,NaN
0,292,0,98.6,357.000,15.400,8.315,0.417,1.332,NaN
0,342,0,98.6,317.000,16.300,9.209,0.486,1.366,NaN
0,337,0,98.6,453.000,17.500,9.321,0.586,1.412,NaN
0,315,0,98.6,637.000,19.100,9.433,0.737,1.473,NaN
0,316,0,98.6,647.000,20.100,10.081,0.852,1.499,NaN
0,320,0,98.6,717.000,21.100,10.729,0.981,1.519,NaN
0,325,0,98.6,768.000,21.700,10.640,1.072,1.522,NaN
0,328,0,98.6,756.000,22.300,10.550,1.196,1.495,NaN
0,326,0,98.6,774.000,22.800,10.505,1.330,1.444,NaN
0,326,0,98.5,806.000,23.400,10.461,1.468,1.408,NaN
0,330,0,98.5,742.000,23.800,10.640,1.477,1.469,NaN
0,344,0,98.5,575.000,23.400,10.818,1.376,1.500,NaN
0,353,0,98.5,679.000,23.500,11.042,1.370,1.524,NaN
0,357,0,98.5,545.000,23.300,11.265,1.308,1.551,NaN
0,364,0,98.5,409.000,22.700,11.310,1.206,1.551,NaN
0,372,0,98.5,218.000,22.100,11.355,1.126,1.533,NaN
0,376,0,98.6,194.000,21.600,10.394,1.048,1.530,0.6980
0,383,0,98.6,120.000,21.400,9.433,1.020,1.527,0.5023
0,385,0,98.6,94.000,21.300,8.673,1.016,1.515,0.5117
0,378,0,98.6,46.000,21.100,7.913,1.024,1.477,0.4912
0,360,0,98.6,35.000,20.600,6.773,0.920,1.505,0.3214
0,340,0,98.6,5.000,19.700,5.633,0.799,1.494,0.2057
0,331,0,98.6,0.000,18.900,4.940,0.710,1.472,0.2220
0,317,0,98.6,0.000,18.100,4.247,0.617,1.458,0.1578
0,313,0,98.7,0.000,17.600,4.448,0.562,1.449,0.2081
0,325,0,98.7,0.000,16.800,4.649,0.480,1.431,0.1800
0,322,0,98.7,0.000,16.500,4.470,0.447,1.429,0.1622
0,330,0,98.7,0.000,16.600,4.292,0.452,1.436,0.2272
0,331,0,98.7,0.000,16.400,3.934,0.429,1.435,0.2002
0,314,0,98.8,0.000,15.800,3.576,0.368,1.426,0.1609
0,311,0,98.8,0.000,15.200,3.420,0.327,1.399,0.1000
0,344,0,98.8,0.000,15.500,3.263,0.342,1.418,0.1140
0,312,0,98.4,0.000,15.600,3.398,0.356,1.415,0.0000
0,354,0,98.8,0.000,15.800,3.532,0.375,1.418,0.1421
0,348,0,98.7,0.000,16.200,3.599,0.424,1.416,0.1830
0,329,0,98.7,0.000,16.000,3.666,0.420,1.397,0.1811
0,314,0,98.7,0.000,15.400,3.643,0.369,1.379,0.1723
0,339,0,98.7,0.000,15.400,3.621,0.369,1.379,0.2027
0,342,0,98.7,0.000,15.300,3.755,0.362,1.375,0.2083
0,345,0,98.7,0.000,15.000,3.889,0.341,1.363,0.2124
0,338,0,98.7,0.000,14.400,3.822,0.289,1.350,0.1625
0,344,0,98.7,0.000,14.200,3.755,0.272,1.346,0.1327
0,318,0,98.7,0.000,13.800,3.710,0.248,1.329,0.1149
0,309,0,98.6,0.000,13.300,3.666,0.211,1.315,0.0837
0,305,0,98.7,15.000,12.900,3.912,0.193,1.293,0.0917
0,304,0,98.7,68.000,12.800,4.157,0.179,1.298,0.1513
0,305,0,98.7,163.000,14.400,4.560,0.287,1.352,0.2252
0,305,0,98.7,247.000,16.200,4.962,0.455,1.385,0.3035
0,309,0,98.7,330.000,17.500,5.700,0.616,1.382,0.2823
0,317,0,98.7,406.000,18.600,6.437,0.759,1.383,0.3533
0,327,0,98.7,472.000,20.400,6.683,1.012,1.383,0.3363
0,331,0,98.7,426.000,21.200,6.929,1.156,1.360,0.3776
0,334,0,98.7,529.000,21.600,6.862,1.208,1.370,0.4113
0,350,0,98.7,525.000,22.000,6.795,1.254,1.388,0.3468
0,343,0,98.7,501.000,21.900,7.711,1.233,1.393,0.4072
0,345,0,98.7,576.000,22.600,8.628,1.325,1.415,0.4452
0,367,0,98.7,405.000,22.500,8.717,1.303,1.421,0.5551
0,371,0,98.7,231.000,21.000,8.807,1.067,1.418,0.5448
0,371,0,98.7,147.000,19.400,6.884,0.841,1.411,0.4979
0,373,0,98.6,135.000,19.000,4.962,0.717,1.479,0.2625
0,371,0,98.6,92.000,17.800,4.023,0.442,1.594,0.1628
0,371,0,98.6,94.000,17.300,3.085,0.342,1.632,0.1526
0,371,0,98.6,87.000,17.500,3.643,0.354,1.644,0.1723
0,370,0,98.5,92.000,17.400,4.202,0.386,1.600,0.2514
0,368,0,98.6,103.000,17.500,4.850,0.410,1.588,0.3643
0,337,0,98.5,191.000,17.600,5.499,0.336,1.675,0.2970
0,330,0,98.5,138.000,17.600,5.767,0.385,1.627,0.2764
0,327,0,98.5,110.000,17.700,6.035,0.452,1.572,0.3072
0,316,0,98.5,49.000,16.900,5.543,0.418,1.506,0.3113
0,308,0,98.6,7.000,16.101,5.052,0.331,1.497,0.2269
0,303,0,98.5,0.000,15.300,4.381,0.264,1.473,0.2445
0,301,0,98.5,0.000,14.400,3.710,0.187,1.452,0.1200
0,300,0,98.5,0.000,13.700,3.465,0.127,1.440,0.0980
0,301,0,98.5,0.000,13.100,3.219,0.090,1.416,0.0775
0,303,0,98.5,0.000,12.300,3.152,0.060,1.369,0.0346
0,312,0,98.5,0.000,11.500,3.085,0.019,1.337,0.0640
0,326,0,98.5,0.000,11.600,2.950,0.005,1.360,0.0200
0,313,0,98.5,0.000,11.700,2.816,0.000,1.374,0.0200
0,340,0,98.5,0.000,11.400,2.727,0.000,1.347,0.0424
0,338,0,98.4,0.000,11.700,2.638,0.000,1.374,0.0436
0,259,0,98.8,0.000,11.500,2.459,0.000,1.356,0.3404
0,311,0,98.4,0.000,11.100,2.280,0.000,1.321,0.0686
0,310,0,98.4,0.000,11.100,2.570,0.000,1.321,0.0721
0,310,0,98.3,0.000,11.000,2.861,0.000,1.312,0.1356
0,311,0,98.3,0.000,11.200,3.018,0.000,1.329,0.1507
0,323,0,98.3,0.000,11.400,3.174,0.000,1.347,0.1253
0,345,0,98.3,0.000,11.500,3.129,0.000,1.356,0.1261
0,361,0,98.3,0.000,11.700,3.085,0.000,1.374,0.1158
0,362,0,98.3,0.000,12.000,3.554,0.000,1.402,0.1797
0,362,0,98.3,0.000,12.200,4.023,0.000,1.420,0.1493
0,355,0,98.3,0.000,12.400,5.364,0.004,1.435,0.1761
0,344,0,98.3,0.000,12.700,6.706,0.000,1.468,0.2869
0,356,0,98.3,9.000,12.900,7.443,0.000,1.487,0.3442
0,356,0,98.4,24.000,10.900,8.181,0.000,1.303,0.4555
0,350,0,98.4,51.000,9.100,9.142,0.000,1.155,0.4297
0,346,0,98.4,66.000,8.600,10.103,0.009,1.108,0.4852
0,340,0,98.5,80.000,7.500,9.991,0.028,1.008,0.5610
0,344,0,98.5,74.000,7.200,9.880,0.034,0.982,0.5755
0,348,0,98.5,107.000,7.800,10.572,0.060,0.997,0.5361
0,350,0,98.5,174.000,8.800,11.265,0.097,1.035,0.4967
0,346,0,98.6,189.000,8.900,11.645,0.119,1.021,0.5878
0,345,0.2,98.6,250.000,8.900,12.025,0.139,1.001,NaN
0,339,0,98.6,288.000,9.300,11.981,0.171,1.000,0.6077
0,339,0,98.5,283.000,9.900,11.936,0.192,1.027,0.6389
0,340,0,98.5,259.000,10.800,11.936,0.237,1.057,0.6602
0,343,0,98.5,289.000,11.100,11.936,0.272,1.048,0.6350
0,350,0,98.5,274.000,11.600,11.936,0.307,1.058,0.6451
0,337,0,98.5,370.000,12.200,11.936,0.353,1.068,0.6244
0,318,0,98.5,484.000,12.900,11.869,0.412,1.075,0.5373
0,345,0,98.5,275.000,12.900,11.802,0.408,1.079,0.5270
0,353,0,98.5,309.000,13.300,11.511,0.435,1.091,0.6368
0,332,0,98.5,252.000,12.800,11.221,0.410,1.068,0.6164
0,323,0,98.5,211.000,12.600,10.885,0.406,1.052,0.5879
0,332,0,98.5,204.000,12.700,10.550,0.425,1.043,0.5294
0,351,0,98.6,182.000,12.700,10.640,0.433,1.034,0.5423
0,353,0,98.6,84.000,12.400,10.729,0.408,1.031,0.5436
0,353,0,98.6,40.000,12.000,9.991,0.370,1.031,0.5269
0,354,0,98.6,8.000,11.700,9.254,0.349,1.025,0.4426
0,351,0,98.6,0.000,11.500,9.343,0.338,1.018,0.4675
0,351,0,98.7,0.000,11.100,9.433,0.319,1.002,0.5125
0,349,0,98.7,0.000,10.900,9.097,0.305,0.998,0.5105
0,341,0,98.7,0.000,10.200,8.762,0.269,0.975,0.5746
0,308,0,98.7,0.000,9.400,8.158,0.243,0.936,0.5380
0,282,0,98.7,0.000,8.800,7.555,0.225,0.907,0.5490
0,323,0,98.7,0.000,8.800,7.354,0.216,0.916,0.4250
