LAI,Lwin,PPT,Pa,Rg,Ta,U,VPD,ea,ustar
0,334,0,98.7,36,5.599999905,8.404352,0.006368659,0.902858926,0.492138192
0,337,0,98.7,63,6,8.404352,0.014031008,0.920737021,0.506458291
0,338,0.6,98.7,12,6.400000095,8.404352,0.017309216,0.943630597,NaN
0,338,0,98.7,24,6.699999809,8.426704,0.005890251,0.975100716,0.526497863
0,339,2,98.7,10,6.900000095,8.449056,0.001990591,0.992572128,NaN
0,340,0.4,98.5,44,7,8.761984,0,1.001410505,NaN
0,343,0,98.4,98,7.5,9.074912,0,1.036277364,0.738241153
0,347,0,98.4,162,8.100000381,9.209024,0,1.079527952,0.557584074
0,352,0,98.3,217,8.899999619,9.343136,0.003422052,1.13624598,0.470850295
0,356,0,98.3,201,9.699999809,9.432544,0.013242422,1.189499883,0.504678115
0,365,0,98.3,438,11.10000038,9.521952,0.052874511,1.267676455,0.542586399
0,373,0,98.3,437,12.19999981,9.477248,0.090981847,1.329143179,0.591354378
0,374,0,98.3,241,12.69999981,9.432544,0.101365542,1.366163536,0.539166023
0,364,0.8,98.1,73,11.89999962,8.694928,0.036237651,1.356096341,NaN
0,368,0,98,285,12.39999962,7.957312,0.010082873,1.428839559,0.650768776
0,383,0,98,563,14.30000019,8.82904,0.02934849,1.599361491,0.588727441
0,391,0,97.9,510,15.5,9.700768,0.061653721,1.697954398,0.568770604
0,400,0,97.8,547,16.89999962,9.343136,0.154082823,1.769844259,0.537215041
0,404,0,97.8,398,17.79999924,8.985504,0.209992027,1.826545133,0.525357022
0,408,0,97.7,364,18.60000038,8.136128,0.255107427,1.886340096,0.496386946
0,406,0,97.6,164,18.79999924,7.286752,0.253976321,1.914427566,0.43954522
0,404,0,97.5,112,18.60000038,7.174992,0.227238536,1.914208987,0.403236903
0,402,0,97.5,27,18.60000038,7.063232,0.21223228,1.929215243,0.373764632
0,399,0,97.6,5,18.20000076,10.684256,0.156801069,1.931613664,0.313687743
0,380,3.2,97.5,2,16.20000076,14.30528,0.156584942,1.683572902,NaN
0,364,1,97.7,2,12.60000038,10.080752,0.067135209,1.390803289,NaN
0,364,1.6,97.6,1,12.5,5.856224,0.072495586,1.375907423,NaN
0,364,0.2,97.5,1,12.39999962,6.92912,0.050414622,1.38850781,NaN
0,NaN,0.508,97.74,1,12.44999981,8.002016,0.061455107,1.382200766,NaN
0,NaN,0.254,97.775,0.090909094,7.209091187,8.247888,0.156266642,0.859596579,NaN
0,NaN,0,97.81,0,6.460000038,8.49376,0.159655201,0.80526565,NaN
0,NaN,0,97.775,0,6.179999828,7.2644,0.148008263,0.798458133,NaN
0,NaN,0,97.74,0,5.859999657,6.03504,0.13558048,0.790177235,NaN
0,NaN,0,97.69,0,5.712500095,5.945632,0.129751849,0.786595948,NaN
0,NaN,0,97.64,0,5.583333492,5.856224,0.124606526,0.783570397,NaN
0,319,0,99.3,0,10.75,5.319776,0.071274781,1.218909766,0.152315462
0,359,0,97.4,0,11,4.783328,0.086665136,1.225146134,NaN
0,355,0,97.4,0,10.5,5.25272,0.055884427,1.212987999,NaN
0,358,0,97.4,0,10.89999962,5.722112,0.090004009,1.213118534,NaN
0,359,0,97.4,0,11.10000038,7.37616,0.126898706,1.193652261,NaN
0,362,0.4,97.3,0,11.5,9.030208,0.154742682,1.201281728,NaN
0,356,0.2,97.3,0,10.80000019,11.51128,0.053125918,1.241358696,NaN
0,353,0,97.4,1,10.19999981,13.992352,0.079673183,1.164034435,NaN
0,346,0,97.4,1,9,13.254736,0.02871024,1.118679186,NaN
0,341,0.4,97.5,2,8,12.51712,0.048289463,1.023921342,NaN
0,338,0.2,97.6,1,7.099999905,12.450064,0.020181403,0.988118458,NaN
0,338,0.4,97.7,1,6.900000095,12.383008,0.014929612,0.979633107,NaN
0,337,0,97.8,3,6.699999809,12.695936,0.021597606,0.959393362,NaN
0,336,0.2,97.9,15,6.599999905,13.008864,0.03412413,0.940142475,NaN
0,334,0,98,30,6.300000191,12.584176,0.042975351,0.911361609,1.342758355
0,334,0.4,98,59,6.099999905,12.159488,0.04426915,0.896982111,NaN
0,334,0,98.1,59,6.099999905,11.801856,0.038617787,0.902633474,0.954306031
0,336,0,98.2,70,6.199999809,11.444224,0.044576308,0.90319785,0.83474547
0,337,0,98.3,60,6.400000095,11.51128,0.061543864,0.899395949,1.16447413
0,339,0,98.4,74,6.5,11.578336,0.067779475,0.899803482,0.990504922
0,341,0,98.5,98,6.900000095,11.7348,0.092563736,0.901998983,0.891291198
0,343,0,98.6,174,7.199999809,11.891264,0.110745668,0.904485335,0.779551153
0,344,0,98.6,193,7.300000191,11.39952,0.127875125,0.894329059,0.732051911
0,344,0,98.7,187,7.400000095,10.907776,0.143174076,0.886045478,0.694550214
0,344,0,98.8,159,7.400000095,10.416032,0.148324215,0.880895338,0.640546642
0,345,0,98.8,169,7.5,9.924288,0.154527879,0.881749486,0.584380013
0,346,0,98.9,142,7.800000191,9.812528,0.161961174,0.89574651,0.619112268
0,347,0,98.9,151,8,9.700768,0.173841929,0.898368876,0.650845604
0,346,0,98.9,100,7.800000191,9.05256,0.155609643,0.90209804,0.532634959
0,345,0,99,95,7.699999809,8.404352,0.159808147,0.890713044,0.513906606
0,349,0,99,307,8,8.091424,0.18242681,0.889783995,0.471911009
0,361,0,99,535,9.600000381,7.778496,0.29057858,0.904114907,0.541756403
0,360,0,99,272,10.10000038,8.449056,0.305437565,0.929980093,0.482286222
0,362,0,99.1,217,10.60000038,9.119616,0.406595135,0.870764672,0.582666285
0,362,0,99.1,184,10.60000038,7.93496,0.434724283,0.842635524,0.549272246
0,360,0,99.1,136,10.39999962,6.750304,0.399942446,0.860492308,0.338230691
0,356,0,99.1,50,9.899999619,6.1468,0.384340215,0.834643271,0.413642358
0,351,0,99.2,11,9.100000381,5.543296,0.338764215,0.816392682,0.315753068
0,342,0,99.2,0,7.5,5.498592,0.235421681,0.800855683,0.178605711
0,337,0,99.2,0,6.599999905,5.453888,0.196944797,0.777321808,0.163095064
0,336,0,99.3,0,6.300000191,5.297424,0.203416634,0.750920327,0.239582971
0,335,0,99.3,0,6.099999905,5.14096,0.208159208,0.733092053,0.293257566
0,333,0,99.3,0,5.699999809,5.0292,0.197888637,0.717665585,0.27
0,331,0,99.3,0,5.199999809,4.91744,0.188471508,0.695833853,0.238956063
0,327,0,99.3,0,4.599999905,4.895088,0.167158425,0.680894621,0.23727621
0,326,0,99.3,0,4.300000191,4.872736,0.170325673,0.660098633,0.21
0,323,0,99.3,0,3.700000048,4.604512,0.146556234,0.64957925,0.202977831
0,320,0,99.3,0,3.099999905,4.336288,0.128252089,0.634852161,0.18627936
0,320,0,99,0,2.900000095,3.956304,0.131713057,0.620653334,0.014142136
0,316,0,99.3,0,2.299999952,3.57632,0.116108,0.604842072,0.124096737
0,314,0,99.3,0,1.799999952,3.553968,0.096024501,0.599637718,0.117898261
0,312,0,99.3,0,1.899999976,3.531616,0.09601416,0.604641897,0.077459667
0,312,0,99.3,0,1.899999976,3.710432,0.098817497,0.60183856,0.140712473
0,312,0,99.3,0,1.5,3.889248,0.083763921,0.597105231,0.133790882
0,310,0,99.3,0,1.299999952,3.755136,0.070484555,0.600677878,0.104403065
0,308,0,99.3,0,0.899999976,3.621024,0.052175742,0.599939974,0.13820275
0,309,0,99.3,0,0.899999976,3.46456,0.053480119,0.598635597,0.144568323
0,307,0,99.3,0,0.5,3.308096,0.040549994,0.592999096,0.133416641
0,306,0,99.4,0,0.400000006,3.553968,0.034595925,0.594385291,0.118321596
0,305,0,99.4,0,0.300000012,3.79984,0.031223461,0.59321907,0.090553851
0,305,0,99.4,17,0.300000012,3.889248,0.028101119,0.596341411,0.051961524
0,312,0,99.4,83,0.600000024,3.978656,0.03382462,0.604321695,0.121243557
0,321,0,99.4,175,1.5,4.649216,0.045627472,0.635241681,0.156524758
0,328,0,99.4,278,2.700000048,5.319776,0.06603986,0.675722498,0.176068169
0,335,0,99.4,380,4.199999809,5.69976,0.119631052,0.704989372,0.342490876
0,339,0,99.4,478,5.300000191,6.079744,0.159493971,0.730984719,0.416893272
0,345,0,99.4,569,6.199999809,6.012688,0.192531753,0.755242406,0.376430605
0,350,0,99.4,650,7.300000191,5.945632,0.255750251,0.766453933,0.404474968
0,354,0,99.4,719,8.199999809,6.7056,0.36115067,0.725738359,0.485798312
0,357,0,99.4,777,9.100000381,7.465568,0.441665268,0.713491628,0.525927752
0,359,0,99.4,819,9.5,7.554976,0.496492624,0.69019947,0.505470078
0,361,0,99.3,846,10.19999981,7.644384,0.575140715,0.668566903,0.50039984
0,364,0,99.3,858,10.80000019,8.180832,0.610299969,0.684184645,0.595482997
0,367,0,99.2,856,11.39999962,8.71728,0.662079906,0.684998362,0.504777179
0,371,0,99.2,839,12,8.761984,0.760416174,0.641127865,0.517204022
0,374,0,99.2,807,12.60000038,8.806688,0.81437912,0.643559378,0.596992462
0,376,0,99.2,760,13,8.963152,0.861472797,0.63516204,0.609754049
0,378,0,99.1,701,13.19999981,9.119616,0.898612595,0.617706993,0.635373906
0,380,0,99.1,630,13.60000038,8.9408,0.950402451,0.605970994,0.593801314
0,382,0,99.1,547,13.89999962,8.761984,1.010430145,0.57659115,0.574282161
0,382,0,99.1,459,14,8.672576,1.037799072,0.559555482,0.619677335
0,381,0,99,360,14,8.583168,1.040997124,0.556357431,0.575847202
0,379,0,99,256,13.80000019,7.71144,1.013357449,0.563389498,0.606052803
0,376,0,99,158,13.30000019,6.839712,0.91977663,0.606470494,0.489795876
0,370,0,99,70,12.39999962,5.36448,0.81383543,0.625087002,0.428252262
0,360,0,99,10,10.69999981,3.889248,0.630704641,0.655192424,0.303644529
0,351,0,99,0,9.399999619,3.9116,0.50731988,0.671418083,0.224053565
0,346,0,99,0,8.600000381,3.933952,0.443744993,0.673033113,0.21023796
0,344,0,99,0,8,4.13512,0.400265789,0.671945016,0.231732605
0,339,0,99,0,7,4.336288,0.322698355,0.67871215,0.245153013
0,337,0,99,0,6.5,4.224528,0.29242003,0.675162928,0.232594067
0,334,0,99,0,6,4.112768,0.26191237,0.672855659,0.234520788
0,331,0,99,0,5.300000191,3.978656,0.218301773,0.672176917,0.158745079
0,328,0,99,0,4.900000095,3.844544,0.197565126,0.668446527,0.115325626
0,325,0,99,0,4.300000191,3.755136,0.170325673,0.660098633,0.076157731
0,321,0,99,0,3.5,3.665728,0.13036499,0.654622343,0.03
0,354,0,98.5,0,3.799999952,3.598672,0.137165701,0.664596155,0.164012195
0,322,0,99,0,4.099999905,3.531616,0.154840636,0.664011811,0.072801099
0,321,0,99.1,0,3.700000048,3.330448,0.139387715,0.65674777,0.048989795
0,319,0,99.1,0,3,3.12928,0.110669243,0.647049257,0.04
0,316,0,99.1,0,2.799999952,3.419856001,0.0986458,0.648401928,0.04
0,318,0,99.1,0,3.400000095,3.710432,0.132565713,0.646899481,0.042426407
0,320,0,99.1,0,3.400000095,3.397504,0.150501072,0.628964121,0.02
0,317,0,99.1,0,2.900000095,3.084576,0.137734246,0.614632144,0.042426407
0,315,0,99,0,2.599999905,2.615184,0.15103544,0.585474636,0.034641016
0,317,0,99,0,2.299999952,2.145792,0.165868568,0.555081504,0.06244998
0,313,0,99,0,2.099999905,1.944624,0.153562212,0.557176768,0.078102497
0,311,0,99.1,0,1.200000048,1.743456,0.117297769,0.549057401,0.024494897
0,307,0,99.1,22,0.200000003,1.586992,0.069434446,0.550498427,0.01
0,315,0,99.1,91,0.400000006,1.430528,0.079256099,0.549725116,0.055677644
0,326,0,99.2,183,1.700000048,1.207008,0.091884065,0.598815844,0.066332496
0,345,0,99.2,284,4,0.983488,0.187922943,0.625197213,0.058309519
0,359,0,99.2,360,6.199999809,1.497584,0.346177793,0.601596366,0.145945195
0,359,0,99.2,458,7.900000095,2.01168,0.494536877,0.570400592,0.22627417
0,368,0,99.2,571,8.899999619,1.922272,0.54410243,0.595565602,0.153297097
0,377,0,99.2,642,10.10000038,1.832864,0.686307144,0.549110514,0.050990195
0,384,0,99.2,697,11.19999981,1.586992,0.809045506,0.5202963,0.074833148
0,388,0,99.2,747,11.69999981,1.34112,0.892679501,0.48139414,0.157797338
0,394,0,99.2,755,12.30000019,1.609344,0.95016861,0.479327978,0.031622777
0,397,0,99.2,772,13.19999981,1.877568,1.018528843,0.497790745,0.196468827
0,399,0,99.1,825,13.80000019,2.078736,1.08754406,0.489202887,0.285832119
0,401,0,99.1,808,14.39999962,2.279904,1.137251949,0.502029319,0.286356421
0,405,0,99,734,15,2.45872,1.199207401,0.504777697,0.03
0,409,0,98.9,739,15.60000038,2.637536,1.264049816,0.506872359,0.2034699
0,411,0,98.9,676,16.10099983,2.45872,1.292388153,0.536184561,0.265141472
0,411,0,98.9,523,16.5,2.279904,1.318156624,0.557501754,0.217944947
0,419,0,98.9,607,16.89999962,2.68224,1.404080009,0.519847073,0.281602557
0,423,0,98.8,513,17.20000076,3.084576,1.458499527,0.502341375,0.241039416
0,420,0,98.8,411,17.29999924,3.330448,1.394661522,0.578621112,0.129614814
0,414,0,98.8,327,17.39999962,3.57632,1.437298393,0.548495434,0.176351921
0,410,0,98.7,256,17.39999962,3.375152,1.415430832,0.570362995,0.130766968
0,403,0,98.7,135,17.10000038,3.173984,1.291298199,0.657169632,0.241039416
0,392,0,98.7,51,16.10099983,2.928112,1.094685745,0.733886969,0.074833148
0,381,0,98.7,6,15.39999962,2.68224,1.013406086,0.734951518,0.04472136
0,377,0,98.7,0,14.89999962,3.196336,0.955918884,0.737128864,0.024494897
0,371,0,98.6,0,13,3.710432,0.69666934,0.799965497,0.06164414
0,366,0,98.6,0,12.19999981,3.822192,0.561528444,0.858596582,0.072111026
0,363,0,98.6,0,11.80000019,3.933952,0.539988852,0.843188487,0.113578167
0,362,0,98.6,0,11.60000038,3.866896,0.531531191,0.833491619,0.145945195
0,357,0,98.6,0,10.39999962,3.79984,0.412558889,0.847875865,0.024494897
0,356,0,98.6,0,10.39999962,3.9116,0.412558889,0.847875865,0.1161895
0,361,0,98.5,0,11.39999962,4.02336,0.543417931,0.803660338,0.234946803
0,354,0,98.5,0,9.5,4.112768,0.343268871,0.843423223,0.137477271
0,352,0,98.5,0,9.399999619,4.202176,0.324448729,0.854289234,0.156204994
0,372,0,97.4,0,9.600000381,4.224528,0.340802026,0.853891461,0.293768616
0,356,0,98.5,0,10.30000019,4.24688,0.416077614,0.835969007,0.183303028
0,359,0,98.5,0,11,4.671568,0.514738512,0.797072758,0.223159136
0,358,0,98.4,0,10.89999962,5.096256,0.470890474,0.832232069,0.292061637
0,357,0,98.4,0,10.60000038,4.157472,0.420659733,0.856700074,0.224499443
0,358,0,98.4,0,10.60000038,3.218688,0.418102455,0.859257352,0.200997512
0,357,0,98.4,0,10.19999981,3.46456,0.3560395,0.887668118,0.043588989
0,359,0,98.4,1,10.69999981,3.710432,0.365551305,0.92034576,0.134907376
0,356,0,98.4,0,9.800000191,4.157472,0.246029782,0.96480916,0.127671453
0,355,0,98.3,0,9.699999809,4.604512,0.216694617,0.986047688,0.154919334
0,355,0,98.3,0,9.899999619,4.626864,0.143975103,1.075008383,0.21330729
0,353,0,98.2,0,9.399999619,4.649216,0.099104339,1.079633623,0.227815715
0,351,0.6,98.3,0,9.399999619,4.760976,0.018876986,1.159860976,NaN
0,351,2.4,98.3,1,9.300000191,4.872736,0,1.170830928,NaN
0,352,2.6,98.3,2,9.300000191,4.671568,0,1.170830928,NaN
0,352,2.6,98.2,3,9.300000191,4.4704,0,1.170830928,NaN
0,352,3,98.3,3,9.300000191,4.850384,0,1.170830928,NaN
0,353,2.2,98.3,4,9.399999619,5.230368,0,1.178737962,NaN
0,352,2.2,98.2,5,9.399999619,7.04088,0,1.178737962,NaN
0,353,3.2,98.1,35,9.5,8.851392,0,1.186692094,NaN
0,354,0.8,98.1,84,9.800000191,8.963152,0,1.210838942,NaN
0,355,1.2,98.1,21,9.899999619,9.074912,0,1.218983486,NaN
0,356,0.6,98,76,10.10000038,9.879584,0,1.235417658,NaN
0,359,0.6,97.9,76,10.69999981,10.684256,0,1.285897065,NaN
0,364,0,97.7,305,11.5,10.416032,0,1.35602441,0.816210757
0,379,0,97.7,660,13.60000038,10.147808,0,1.556373444,0.753458692
0,384,0,97.7,465,14.39999962,9.477248,0.006564239,1.63271703,0.697710542
0,383,0,97.7,240,14.5,8.806688,0.03798914,1.611923775,0.581291665
0,379,0,97.7,117,14,7.398512,0.078354663,1.518999892,0.575847202
0,374,0,97.7,44,13.39999962,5.990336,0.066128343,1.470103336,0.461952379
0,369,0.6,97.7,41,13.10000038,4.380992,0.064845866,1.441603115,NaN
0,367,1,97.8,23,12.89999962,2.771648,0.04763006,1.439246914,NaN
0,366,3,97.8,12,12.5,2.57048,0.0144991,1.433903909,NaN
0,365,1,97.8,21,12.30000019,2.369312,0,1.429496588,NaN
0,366,0.6,97.8,15,12.39999962,3.68808,0,1.438922432,NaN
0,366,1.8,97.7,8,12.30000019,5.006848,0,1.429496588,NaN
0,365,5.8,97.7,3,12,5.386832,0,1.401544039,NaN
0,365,0,97.6,2,11.89999962,5.766816,0,1.392333992,0.340440891
0,364,0,97.5,0,11.80000019,5.878576,0,1.383177339,0.319061123
0,366,0.2,97.5,0,12.30000019,5.990336,0,1.429496588,NaN
0,367,0.2,97.6,0,12.5,5.81152,0,1.448403009,NaN
0,368,0.4,97.6,0,12.60000038,5.632704,0,1.457938497,NaN
0,369,0.2,97.6,0,12.80000019,5.632704,0,1.477175208,NaN
0,371,0,97.6,1,13.39999962,5.632704,0,1.536231679,0.326036808
0,371,0,97.5,1,13.30000019,5.945632,0,1.526247124,0.241453929
0,371,0,97.5,1,13.39999962,6.25856,0.01230296,1.523928719,0.326496554
0,371,0,97.5,0,13.30000019,5.878576,0.022918001,1.503329123,0.379209705
0,371,0,97.4,0,13.10000038,5.498592,0.007540203,1.498908778,0.346842904
0,326,0,98.5,1,13.30000019,5.342128,0.007639334,1.51860779,0.553895297
0,374,0,97.4,1,13.80000019,5.185664,0.039460921,1.537286026,0.304302481
0,375,0,97.4,0,14.10000038,5.297424,0.059550667,1.548196246,0.312569992
0,374,0,97.4,0,13.89999962,5.409184,0.047661754,1.539359541,0.369052842
0,371,0,97.3,0,13.30000019,4.939792,0.016806516,1.509440608,0.336154726
0,369,0.2,97.3,0,13.10000038,4.4704,0,1.506448981,NaN
0,369,0,97.2,0,12.89999962,5.0292,0,1.486876974,0.253574447
0,370,0.2,97.2,0,13.19999981,5.588,0.001517907,1.514801681,NaN
0,372,0,97.2,0,13.5,5.632704,0.001547903,1.544725821,0.313368792
0,370,0,97.2,0,13.19999981,5.677408,0,1.516319588,0.339852909
0,369,0,97.2,0,13.10000038,5.632704,0,1.506448981,0.317332633
0,368,0,97.2,0,12.89999962,5.588,0,1.486876974,0.278747197
0,369,0,97.2,16,13,5.342128,0.008989256,1.487645581,0.314165561
0,370,0,97.3,75,12.80000019,5.096256,0.013308537,1.463866671,0.227596134
0,380,0,97.3,174,13.89999962,5.856224,0.047661754,1.539359541,0.3539774
0,391,0,97.3,272,15.5,6.616192,0.132114995,1.627493124,0.456508488
0,397,0,97.3,354,16.39999962,7.577328,0.194043565,1.669714999,0.476969601
0,400,0,97.4,427,17,8.538464,0.253915238,1.682248093,0.56204982
0,405,0,97.4,522,18,8.761984,0.32826767,1.734065193,0.552268051
0,410,0,97.4,589,18.79999924,8.985504,0.362513232,1.805890655,0.556327242
0,413,0,97.4,642,19.60000038,8.784336,0.38787992,1.891348742,0.568770604
0,415,0,97.4,644,20.20000076,8.583168,0.409672642,1.95590193,0.592368129
0,419,0,97.4,720,20.79999924,7.666736,0.501289034,1.953483803,0.491934955
0,422,0,97.4,690,21.10000038,6.750304,0.553166676,1.947300115,0.52943366
0,425,0,97.4,692,21.60000038,6.25856,0.671025133,1.907254412,0.519133894
0,425,0,97.5,603,21.60000038,5.766816,0.704576445,1.8737031,0.482493523
0,429,0,97.4,724,22,5.073904,0.78810873,1.853939148,0.445869936
0,433,0,97.4,760,22.29999924,4.380992,0.921144199,1.769631655,0.222934968
0,435,0,97.4,667,22.60000038,5.453888,1.058771992,1.681516855,0.246170673
0,439,0,97.4,648,23.20000076,6.526784,1.365301991,1.476409463,0.324345495
0,442,0,97.4,605,23.5,8.784336,1.627731514,1.265911249,0.320312348
0,412,0,97.5,525,19.10000038,11.041888,0.510917282,1.698479407,0.598414572
0,398,0,97.5,434,16.70000076,11.444224,0.370839572,1.528818702,0.449221549
0,388,0,97.6,339,15.19999981,11.84656,0.314483404,1.411562684,0.50049975
0,375,0,97.6,247,13,12.8524,0.236717844,1.259916993,0.511859356
0,365,0,97.7,144,11.39999962,13.85824,0.192825723,1.154252546,0.616279158
0,347,0,97.8,21,8.399999619,14.238224,0.093728197,1.008015967,0.611228272
0,340,0,97.9,3,6.900000095,14.618208,0.080619949,0.91394277,0.554526825
0,336,0,97.9,0,6.300000191,14.171168,0.084995651,0.869341309,0.667457864
0,334,0,98,0,5.900000095,13.724128,0.086391985,0.841932268,0.626897121
0,334,0,98.1,0,5.699999809,13.142976,0.076956695,0.838597526,0.640702739
0,333,0,98.2,0,5.5,12.561824,0.066859919,0.836079667,0.5670097
0,333,0,98.2,0,5.5,11.645392,0.076798534,0.826141052,0.6385139
0,333,0,98.3,0,5.5,10.72896,0.088544255,0.814395331,0.635767253
0,332,0,98.4,0,5.300000191,11.086592,0.090884817,0.799593874,0.523545605
0,331,0,98.4,0,5,11.444224,0.082023078,0.790048978,0.571051661
0,329,0,98.5,0,4.5,11.377168,0.07077806,0.77136235,0.513030214
0,328,0,98.5,0,4.199999809,11.310112,0.07755397,0.747066455,0.525071424
0,308,0,99.7,0,3.799999952,11.354816,0.08342244,0.718339416,0.121655251
0,324,0,98.5,0,3.400000095,11.39952,0.085777813,0.69368738,0.524785671
0,321,0,98.5,0,2.900000095,11.600688,0.082038438,0.670327952,0.502394268
0,319,0,98.5,0,2.5,11.801856,0.074615926,0.656674802,0.539536838
0,317,0,98.6,0,2.099999905,11.220704,0.063273323,0.647465658,0.602992537
0,315,0,98.6,0,1.700000048,10.639552,0.057341182,0.633358726,0.527541468
0,314,0,98.7,0,1.5,10.147808,0.055842572,0.62502658,0.551271258
0,313,0,98.8,0,1.200000048,9.656064,0.050651288,0.615703882,0.495580468
0,311,0,98.8,0,0.899999976,9.812528,0.045001593,0.607114123,0.472016949
0,311,0,98.9,0,0.699999988,9.968992,0.045641327,0.597131723,0.453431362
0,310,0,98.9,0,0.600000024,9.432544,0.044035801,0.594110513,0.465832588
0,310,0,99,0,0.600000024,8.896096,0.044035801,0.594110513,0.469787186
0,310,0,99,27,0.600000024,8.873744,0.045950374,0.592195941,0.378549865
0,314,0,99.1,101,1,8.851392,0.058466095,0.59836588,0.395853508
0,318,0,99.2,159,1.600000024,9.007856,0.076136768,0.609632173,0.475920161
0,319,0,99.2,196,1.799999952,9.16432,0.090457857,0.605204362,0.423674403
0,323,0,99.3,325,2.400000095,9.343136,0.114034069,0.612070054,0.41
0,321,0,99.3,219,2.099999905,9.521952,0.106640434,0.604098546,0.480312398
0,321,0,99.4,194,2.200000048,8.9408,0.106689322,0.609139103,0.416173041
0,321,0,99.4,223,2.099999905,8.359648,0.118015432,0.592723548,0.386522962
0,322,0,99.4,218,2.299999952,8.180832,0.120434988,0.600515085,0.454312668
0,323,0,99.5,234,2.400000095,8.002016,0.1292871,0.596817023,0.38768544
0,325,0,99.5,288,2.700000048,7.48792,0.14692018,0.594842178,0.303809151
0,332,0,99.5,468,3.5,6.973824,0.182982206,0.602005127,0.36138622
0,338,0,99.5,721,4.699999809,6.973824,0.238400221,0.615602109,0.311608729
0,344,0,99.4,863,5.599999905,6.973824,0.292049789,0.617177796,0.334215499
0,348,0,99.4,794,6.599999905,6.884416,0.3363662,0.637900405,0.393319209
0,354,0,99.4,855,7.400000095,6.795008,0.398621368,0.630598185,0.451995575
0,358,0,99.4,780,8,6.906768,0.444262934,0.627947871,0.303973683
0,359,0,99.4,713,8.399999619,7.018528,0.506132412,0.595611752,0.327108545
0,361,0,99.4,640,8.800000191,6.862064,0.552897596,0.579094955,0.437035468
0,361,0,99.4,557,9,6.7056,0.562721252,0.584668174,0.374165739
0,361,0,99.5,466,9.100000381,6.727952,0.586189175,0.568967721,0.3591657
0,361,0,99.5,368,9.100000381,6.750304,0.583876801,0.571280095,0.441701257
0,358,0,99.5,267,8.899999619,6.25856,0.579463387,0.560204645,0.361247837
0,354,0,99.5,168,8.5,5.766816,0.555096388,0.55414229,0.360693776
0,348,0,99.6,79,7.800000191,5.073904,0.508113289,0.549594395,0.242074369
0,338,0,99.6,9,6.5,4.380992,0.405708647,0.561874311,0.272580263
0,331,0,99.6,0,5.400000095,4.336288,0.330188322,0.5665017,0.159373775
0,328,0,99.6,0,4.599999905,4.291584,0.27237494,0.575678106,0.217944947
0,325,0,99.6,0,4.099999905,3.956304,0.231851363,0.587001084,0.236008474
0,323,0,99.6,0,3.599999905,3.621024,0.199306476,0.591237554,0.26795522
0,320,0,99.6,0,2.900000095,2.838704,0.160313642,0.592052749,0.293598365
0,317,0,99.6,0,2.200000048,2.056384,0.134614742,0.581213683,0.154596248
0,315,0,99.6,0,1.899999976,2.190496,0.134560001,0.566096056,0.16881943
0,313,0,99.6,0,1.600000024,2.324608,0.12826643,0.557502511,0.201246118
0,312,0,99.6,0,1.100000024,1.877568,0.108515275,0.55306313,0.160934769
0,309,0,99.6,0,0.699999988,1.430528,0.086139995,0.556633055,0.118743421
0,336,0,99.4,0,0.5,1.609344,0.07983278,0.553716309,0.096436508
0,308,0,99.6,0,0.5,1.78816,0.080466366,0.553082724,0.138564065
0,307,0,99.6,0,0.400000006,1.519936,0.079256099,0.549725116,0.154596248
0,307,0,99.6,0,0.200000003,1.251712,0.078113753,0.54181912,0.099498744
0,306,0,99.6,0,0,1.251712,0.070876002,0.540123998,0.074833148
0,303,0,99.6,0,-0.600000024,1.251712,0.052634704,0.532246823,0.102469508
0,300,0,99.7,0,-0.800000012,1.609344,0.043801069,0.532596849,0.014142136
0,298,0,99.7,0,-0.899999976,1.966976,0.042336959,0.52986019,0.028284271
0,298,0,99.7,0,-1,1.631696,0.046003065,0.522020465,0.031622777
0,297,0,99.7,0,-1.100000024,1.296416,0.040028691,0.523848219,0.017320508
0,296,0,99.7,0,-1.200000048,1.318768,0.030781129,0.528976011,0.072801099
0,298,0,99.7,0,-1.299999952,1.34112,0.035000026,0.520664049,0.024494897
0,299,0,99.8,31,-1.200000048,1.251712,0.035258391,0.524498749,0.01
0,310,0,99.8,103,-0.800000012,1.162304,0.044953749,0.53144417,0.043588989
0,323,0,99.8,198,0.5,1.22936,0.077932024,0.555617065,0.1
0,328,0,99.9,303,1.399999976,1.296416,0.125759959,0.550240414,0.159373775
0,336,0,99.9,403,2.299999952,0.983488,0.155772173,0.565177899,0.193390796
0,347,0,99.9,497,3.400000095,0.67056,0.213664699,0.565800495,0.140356689
0,362,0,99.9,582,4.800000191,0.849376,0.280516028,0.579472458,0.243515913
0,366,0,99.9,658,5.800000191,1.028192,0.327497745,0.594421985,0.203224014
0,368,0,99.9,728,6.900000095,1.1176,0.427982616,0.566580103,0.244540385
0,370,0,99.9,784,7.699999809,1.207008,0.451037645,0.599483545,0.283725219
0,371,0,99.9,828,8.5,1.318768,0.528451777,0.580786902,0.177482394
0,375,0,99.8,852,9.100000381,1.430528,0.601219654,0.553937242,0.101488916
0,378,0,99.8,859,9.899999619,1.475232,0.629585838,0.589397648,0.140356689
0,384,0,99.8,854,10.5,1.519936,0.67823329,0.590639137,0.169410744
0,387,0,99.7,834,11.10000038,1.721104,0.756105185,0.564445782,0.289482297
0,389,0,99.7,805,11.60000038,1.922272,0.791147947,0.573874862,0.273495887
